state,district,month,total_enrol,total_demo_updates,total_bio_updates,total_updates,service_ratio
Andhra Pradesh,Kakinada,2025-03,22.0,546.0,133.0,679.0,29.52173913043478
Andhra Pradesh,Kakinada,2025-04,11.0,293.0,241.0,534.0,44.5
Andhra Pradesh,Kakinada,2025-05,33.0,293.0,144.0,437.0,12.852941176470589
Andhra Pradesh,Kakinada,2025-06,20.0,396.0,184.0,580.0,27.61904761904762
Andhra Pradesh,Kakinada,2025-07,14.0,501.0,108.0,609.0,40.6
Andhra Pradesh,Kakinada,2025-08,30.0,274.0,137.0,411.0,13.258064516129032
Andhra Pradesh,Kakinada,2025-09,23.0,448.0,145.0,593.0,24.70833333333333
Andhra Pradesh,Kakinada,2025-10,35.0,310.0,102.0,412.0,11.444444444444445
Andhra Pradesh,Kakinada,2025-11,23.0,433.0,148.0,581.0,24.20833333333333
Andhra Pradesh,Kakinada,2025-12,26.0,415.0,204.0,619.0,22.925925925925927
Andhra Pradesh,Kakinada,NaT,641.0,6153.0,2611.0,8764.0,13.651090342679128
Andhra Pradesh,Karim Nagar,2025-01,3.0,53.0,603.0,656.0,164.0
Andhra Pradesh,Karim Nagar,2025-02,3.0,48.0,43.0,91.0,22.75
Andhra Pradesh,Karim Nagar,2025-03,2.0,46.0,39.0,85.0,28.33333333333333
Andhra Pradesh,Karim Nagar,2025-04,3.0,50.0,60.0,110.0,27.5
Andhra Pradesh,Karim Nagar,2025-05,2.0,6.0,32.0,38.0,12.666666666666666
Andhra Pradesh,Karim Nagar,2025-06,3.0,23.0,54.0,77.0,19.25
Andhra Pradesh,Karim Nagar,2025-07,3.0,21.0,21.0,42.0,10.5
Andhra Pradesh,Karim Nagar,2025-08,2.0,34.0,43.0,77.0,25.666666666666668
Andhra Pradesh,Karim Nagar,2025-09,2.0,30.0,49.0,79.0,26.33333333333333
Andhra Pradesh,Karim Nagar,2025-10,1.0,21.0,39.0,60.0,30.0
Andhra Pradesh,Karim Nagar,2025-11,1.0,27.0,49.0,76.0,38.0
Andhra Pradesh,Karim Nagar,2025-12,3.0,40.0,64.0,104.0,26.0
Andhra Pradesh,Karim Nagar,NaT,53.0,454.0,524.0,978.0,18.11111111111111
Andhra Pradesh,Karimnagar,2025-01,20.0,963.0,7685.0,8648.0,411.8095238095238
Andhra Pradesh,Karimnagar,2025-02,29.0,336.0,417.0,753.0,25.1
Andhra Pradesh,Karimnagar,2025-03,21.0,366.0,412.0,778.0,35.36363636363637
Andhra Pradesh,Karimnagar,2025-04,19.0,563.0,600.0,1163.0,58.15
Andhra Pradesh,Karimnagar,2025-05,11.0,108.0,220.0,328.0,27.33333333333333
Andhra Pradesh,Karimnagar,2025-06,15.0,202.0,299.0,501.0,31.3125
Andhra Pradesh,Karimnagar,2025-07,11.0,215.0,168.0,383.0,31.916666666666668
Andhra Pradesh,Karimnagar,2025-08,33.0,148.0,307.0,455.0,13.382352941176473
Andhra Pradesh,Karimnagar,2025-09,23.0,227.0,392.0,619.0,25.791666666666668
Andhra Pradesh,Karimnagar,2025-10,25.0,266.0,432.0,698.0,26.846153846153847
Andhra Pradesh,Karimnagar,2025-11,24.0,235.0,444.0,679.0,27.16
Andhra Pradesh,Karimnagar,2025-12,25.0,347.0,446.0,793.0,30.5
Andhra Pradesh,Karimnagar,NaT,387.0,3870.0,4611.0,8481.0,21.858247422680414
Andhra Pradesh,Khammam,2025-01,48.0,5293.0,22798.0,28091.0,573.2857142857143
Andhra Pradesh,Khammam,2025-02,54.0,966.0,689.0,1655.0,30.09090909090909
Andhra Pradesh,Khammam,2025-03,31.0,933.0,626.0,1559.0,48.71875
Andhra Pradesh,Khammam,2025-04,30.0,1119.0,1005.0,2124.0,68.51612903225806
Andhra Pradesh,Khammam,2025-05,14.0,325.0,340.0,665.0,44.333333333333336
Andhra Pradesh,Khammam,2025-06,34.0,554.0,568.0,1122.0,32.05714285714286
Andhra Pradesh,Khammam,2025-07,17.0,591.0,349.0,940.0,52.22222222222222
Andhra Pradesh,Khammam,2025-08,47.0,536.0,644.0,1180.0,24.58333333333333
Andhra Pradesh,Khammam,2025-09,40.0,665.0,553.0,1218.0,29.70731707317073
Andhra Pradesh,Khammam,2025-10,47.0,649.0,581.0,1230.0,25.625
Andhra Pradesh,Khammam,2025-11,46.0,798.0,737.0,1535.0,32.659574468085104
Andhra Pradesh,Khammam,2025-12,41.0,845.0,811.0,1656.0,39.42857142857143
Andhra Pradesh,Khammam,NaT,657.0,10909.0,10013.0,20922.0,31.796352583586625
Andhra Pradesh,Krishna,2025-01,133.0,29394.0,152991.0,182385.0,1361.0820895522388
Andhra Pradesh,Krishna,2025-02,345.0,2405.0,2972.0,5377.0,15.540462427745664
Andhra Pradesh,Krishna,2025-03,163.0,2525.0,2683.0,5208.0,31.75609756097561
Andhra Pradesh,Krishna,2025-04,106.0,2217.0,3938.0,6155.0,57.52336448598131
Andhra Pradesh,Krishna,2025-05,168.0,1386.0,2666.0,4052.0,23.976331360946745
Andhra Pradesh,Krishna,2025-06,188.0,1928.0,3224.0,5152.0,27.25925925925926
Andhra Pradesh,Krishna,2025-07,91.0,1591.0,1825.0,3416.0,37.130434782608695
Andhra Pradesh,Krishna,2025-08,236.0,1553.0,2986.0,4539.0,19.151898734177216
Andhra Pradesh,Krishna,2025-09,211.0,1914.0,2249.0,4163.0,19.63679245283019
Andhra Pradesh,Krishna,2025-10,211.0,1774.0,2286.0,4060.0,19.150943396226417
Andhra Pradesh,Krishna,2025-11,173.0,2313.0,2766.0,5079.0,29.189655172413797
Andhra Pradesh,Krishna,2025-12,167.0,2157.0,3561.0,5718.0,34.035714285714285
Andhra Pradesh,Krishna,NaT,4376.0,29131.0,43382.0,72513.0,16.56682659355723
Andhra Pradesh,Kurnool,2025-01,276.0,67304.0,239993.0,307297.0,1109.3754512635378
Andhra Pradesh,Kurnool,2025-02,493.0,2713.0,4478.0,7191.0,14.55668016194332
Andhra Pradesh,Kurnool,2025-03,338.0,2899.0,4158.0,7057.0,20.817109144542773
Andhra Pradesh,Kurnool,2025-04,182.0,2731.0,5838.0,8569.0,46.82513661202186
Andhra Pradesh,Kurnool,2025-05,333.0,1825.0,3225.0,5050.0,15.119760479041917
Andhra Pradesh,Kurnool,2025-06,323.0,2130.0,4100.0,6230.0,19.2283950617284
Andhra Pradesh,Kurnool,2025-07,153.0,2033.0,1941.0,3974.0,25.805194805194805
Andhra Pradesh,Kurnool,2025-08,375.0,1662.0,3520.0,5182.0,13.78191489361702
Andhra Pradesh,Kurnool,2025-09,308.0,1902.0,3219.0,5121.0,16.57281553398058
Andhra Pradesh,Kurnool,2025-10,303.0,1830.0,2759.0,4589.0,15.095394736842104
Andhra Pradesh,Kurnool,2025-11,236.0,2524.0,3693.0,6217.0,26.23206751054852
Andhra Pradesh,Kurnool,2025-12,287.0,2036.0,4247.0,6283.0,21.81597222222222
Andhra Pradesh,Kurnool,NaT,7909.0,33666.0,61139.0,94805.0,11.985461441213651
Andhra Pradesh,Mahabub Nagar,2025-01,59.0,589.0,1997.0,2586.0,43.1
Andhra Pradesh,Mahabub Nagar,2025-02,68.0,364.0,437.0,801.0,11.608695652173912
Andhra Pradesh,Mahabub Nagar,2025-03,47.0,428.0,473.0,901.0,18.77083333333333
Andhra Pradesh,Mahabub Nagar,2025-04,35.0,649.0,627.0,1276.0,35.44444444444444
Andhra Pradesh,Mahabub Nagar,2025-05,17.0,164.0,224.0,388.0,21.55555555555556
Andhra Pradesh,Mahabub Nagar,2025-06,41.0,280.0,365.0,645.0,15.357142857142858
Andhra Pradesh,Mahabub Nagar,2025-07,13.0,235.0,188.0,423.0,30.214285714285715
Andhra Pradesh,Mahabub Nagar,2025-08,60.0,242.0,483.0,725.0,11.885245901639344
Andhra Pradesh,Mahabub Nagar,2025-09,68.0,343.0,410.0,753.0,10.91304347826087
Andhra Pradesh,Mahabub Nagar,2025-10,59.0,346.0,420.0,766.0,12.766666666666667
Andhra Pradesh,Mahabub Nagar,2025-11,48.0,354.0,450.0,804.0,16.408163265306122
Andhra Pradesh,Mahabub Nagar,2025-12,43.0,313.0,579.0,892.0,20.272727272727277
Andhra Pradesh,Mahabub Nagar,NaT,913.0,5277.0,6342.0,11619.0,12.712253829321662
Andhra Pradesh,Mahabubnagar,2025-01,0.0,2.0,7.0,9.0,9.0
Andhra Pradesh,Mahabubnagar,2025-02,0.0,5.0,8.0,13.0,13.0
Andhra Pradesh,Mahabubnagar,2025-03,1.0,3.0,2.0,5.0,2.5
Andhra Pradesh,Mahabubnagar,2025-04,0.0,5.0,4.0,9.0,9.0
Andhra Pradesh,Mahabubnagar,2025-05,0.0,0.0,4.0,4.0,4.0
Andhra Pradesh,Mahabubnagar,2025-06,0.0,3.0,3.0,6.0,6.0
Andhra Pradesh,Mahabubnagar,2025-07,0.0,3.0,1.0,4.0,4.0
Andhra Pradesh,Mahabubnagar,2025-08,0.0,1.0,6.0,7.0,7.0
Andhra Pradesh,Mahabubnagar,2025-09,0.0,1.0,1.0,2.0,2.0
Andhra Pradesh,Mahabubnagar,2025-10,0.0,2.0,8.0,10.0,10.0
Andhra Pradesh,Mahabubnagar,2025-11,1.0,3.0,1.0,4.0,2.0
Andhra Pradesh,Mahabubnagar,2025-12,0.0,3.0,3.0,6.0,6.0
Andhra Pradesh,Mahabubnagar,NaT,5.0,35.0,63.0,98.0,16.333333333333332
Andhra Pradesh,Mahbubnagar,2025-01,26.0,1410.0,6495.0,7905.0,292.77777777777777
Andhra Pradesh,Mahbubnagar,2025-02,39.0,306.0,308.0,614.0,15.35
Andhra Pradesh,Mahbubnagar,2025-03,18.0,284.0,373.0,657.0,34.578947368421055
Andhra Pradesh,Mahbubnagar,2025-04,23.0,424.0,471.0,895.0,37.29166666666666
Andhra Pradesh,Mahbubnagar,2025-05,8.0,81.0,186.0,267.0,29.666666666666668
Andhra Pradesh,Mahbubnagar,2025-06,23.0,205.0,278.0,483.0,20.125
Andhra Pradesh,Mahbubnagar,2025-07,5.0,193.0,147.0,340.0,56.66666666666666
Andhra Pradesh,Mahbubnagar,2025-08,30.0,209.0,289.0,498.0,16.06451612903226
Andhra Pradesh,Mahbubnagar,2025-09,17.0,239.0,336.0,575.0,31.944444444444443
Andhra Pradesh,Mahbubnagar,2025-10,33.0,199.0,265.0,464.0,13.647058823529411
Andhra Pradesh,Mahbubnagar,2025-11,20.0,245.0,327.0,572.0,27.23809523809524
Andhra Pradesh,Mahbubnagar,2025-12,17.0,252.0,359.0,611.0,33.94444444444444
Andhra Pradesh,Mahbubnagar,NaT,449.0,3558.0,4254.0,7812.0,17.36
Andhra Pradesh,Medak,2025-01,40.0,1666.0,10159.0,11825.0,288.4146341463415
Andhra Pradesh,Medak,2025-02,89.0,363.0,515.0,878.0,9.755555555555556
Andhra Pradesh,Medak,2025-03,48.0,427.0,555.0,982.0,20.040816326530614
Andhra Pradesh,Medak,2025-04,27.0,645.0,741.0,1386.0,49.5
Andhra Pradesh,Medak,2025-05,13.0,161.0,270.0,431.0,30.785714285714285
Andhra Pradesh,Medak,2025-06,39.0,281.0,430.0,711.0,17.775
Andhra Pradesh,Medak,2025-07,13.0,268.0,211.0,479.0,34.214285714285715
Andhra Pradesh,Medak,2025-08,62.0,255.0,415.0,670.0,10.634920634920634
Andhra Pradesh,Medak,2025-09,59.0,290.0,499.0,789.0,13.15
Andhra Pradesh,Medak,2025-10,48.0,287.0,427.0,714.0,14.571428571428571
Andhra Pradesh,Medak,2025-11,18.0,325.0,508.0,833.0,43.8421052631579
Andhra Pradesh,Medak,2025-12,42.0,253.0,494.0,747.0,17.372093023255815
Andhra Pradesh,Medak,NaT,878.0,4607.0,6252.0,10859.0,12.353811149032992
Andhra Pradesh,N. T. R,2025-01,16.0,13042.0,9005.0,22047.0,1296.8823529411766
Andhra Pradesh,N. T. R,2025-02,38.0,686.0,173.0,859.0,22.025641025641026
Andhra Pradesh,N. T. R,2025-03,22.0,602.0,164.0,766.0,33.30434782608695
Andhra Pradesh,N. T. R,2025-04,15.0,533.0,198.0,731.0,45.6875
Andhra Pradesh,N. T. R,2025-05,29.0,424.0,149.0,573.0,19.1
Andhra Pradesh,N. T. R,2025-06,22.0,579.0,173.0,752.0,32.69565217391305
Andhra Pradesh,N. T. R,2025-07,6.0,624.0,107.0,731.0,104.42857142857144
Andhra Pradesh,N. T. R,2025-08,19.0,255.0,178.0,433.0,21.65
Andhra Pradesh,N. T. R,2025-09,23.0,564.0,135.0,699.0,29.125
Andhra Pradesh,N. T. R,2025-10,21.0,344.0,131.0,475.0,21.59090909090909
Andhra Pradesh,N. T. R,2025-11,35.0,564.0,167.0,731.0,20.30555555555556
Andhra Pradesh,N. T. R,2025-12,32.0,433.0,177.0,610.0,18.484848484848484
Andhra Pradesh,N. T. R,NaT,634.0,7842.0,2451.0,10293.0,16.209448818897638
Andhra Pradesh,Nalgonda,2025-01,38.0,2533.0,14092.0,16625.0,426.28205128205127
Andhra Pradesh,Nalgonda,2025-02,52.0,785.0,760.0,1545.0,29.150943396226417
Andhra Pradesh,Nalgonda,2025-03,44.0,905.0,759.0,1664.0,36.977777777777774
Andhra Pradesh,Nalgonda,2025-04,28.0,1832.0,957.0,2789.0,96.17241379310344
Andhra Pradesh,Nalgonda,2025-05,23.0,365.0,426.0,791.0,32.958333333333336
Andhra Pradesh,Nalgonda,2025-06,36.0,525.0,618.0,1143.0,30.89189189189189
Andhra Pradesh,Nalgonda,2025-07,18.0,519.0,287.0,806.0,42.42105263157895
Andhra Pradesh,Nalgonda,2025-08,46.0,672.0,629.0,1301.0,27.680851063829788
Andhra Pradesh,Nalgonda,2025-09,36.0,635.0,639.0,1274.0,34.432432432432435
Andhra Pradesh,Nalgonda,2025-10,39.0,747.0,613.0,1360.0,34.0
Andhra Pradesh,Nalgonda,2025-11,25.0,620.0,607.0,1227.0,47.19230769230769
Andhra Pradesh,Nalgonda,2025-12,51.0,630.0,805.0,1435.0,27.596153846153847
Andhra Pradesh,Nalgonda,NaT,701.0,11686.0,10202.0,21888.0,31.17948717948718
Andhra Pradesh,Nandyal,2025-01,22.0,11569.0,6434.0,18003.0,782.7391304347826
Andhra Pradesh,Nandyal,2025-02,40.0,353.0,205.0,558.0,13.609756097560975
Andhra Pradesh,Nandyal,2025-03,21.0,357.0,160.0,517.0,23.5
Andhra Pradesh,Nandyal,2025-04,6.0,287.0,220.0,507.0,72.42857142857143
Andhra Pradesh,Nandyal,2025-05,34.0,288.0,107.0,395.0,11.285714285714286
Andhra Pradesh,Nandyal,2025-06,31.0,249.0,148.0,397.0,12.40625
Andhra Pradesh,Nandyal,2025-07,22.0,363.0,65.0,428.0,18.608695652173918
Andhra Pradesh,Nandyal,2025-08,27.0,265.0,139.0,404.0,14.428571428571429
Andhra Pradesh,Nandyal,2025-09,16.0,271.0,146.0,417.0,24.529411764705884
Andhra Pradesh,Nandyal,2025-10,26.0,268.0,113.0,381.0,14.11111111111111
Andhra Pradesh,Nandyal,2025-11,14.0,240.0,134.0,374.0,24.933333333333334
Andhra Pradesh,Nandyal,2025-12,16.0,209.0,149.0,358.0,21.058823529411764
Andhra Pradesh,Nandyal,NaT,611.0,4352.0,2260.0,6612.0,10.803921568627452
Andhra Pradesh,Nellore,2025-01,149.0,13548.0,105306.0,118854.0,792.36
Andhra Pradesh,Nellore,2025-02,279.0,1491.0,1987.0,3478.0,12.42142857142857
Andhra Pradesh,Nellore,2025-03,152.0,1527.0,1765.0,3292.0,21.516339869281047
Andhra Pradesh,Nellore,2025-04,80.0,1939.0,2353.0,4292.0,52.98765432098765
Andhra Pradesh,Nellore,2025-05,152.0,1190.0,1389.0,2579.0,16.856209150326798
Andhra Pradesh,Nellore,2025-06,152.0,1349.0,1829.0,3178.0,20.77124183006536
Andhra Pradesh,Nellore,2025-07,91.0,967.0,1139.0,2106.0,22.89130434782609
Andhra Pradesh,Nellore,2025-08,146.0,1385.0,1865.0,3250.0,22.10884353741497
Andhra Pradesh,Nellore,2025-09,128.0,1089.0,1456.0,2545.0,19.72868217054264
Andhra Pradesh,Nellore,2025-10,137.0,1566.0,1797.0,3363.0,24.369565217391305
Andhra Pradesh,Nellore,2025-11,124.0,1478.0,1903.0,3381.0,27.048
Andhra Pradesh,Nellore,2025-12,135.0,1294.0,2287.0,3581.0,26.330882352941178
Andhra Pradesh,Nellore,NaT,3539.0,21564.0,28629.0,50193.0,14.178813559322034
Andhra Pradesh,Nizamabad,2025-01,13.0,491.0,5244.0,5735.0,409.6428571428572
Andhra Pradesh,Nizamabad,2025-02,21.0,216.0,230.0,446.0,20.272727272727277
Andhra Pradesh,Nizamabad,2025-03,17.0,160.0,266.0,426.0,23.666666666666668
Andhra Pradesh,Nizamabad,2025-04,12.0,379.0,281.0,660.0,50.76923076923077
Andhra Pradesh,Nizamabad,2025-05,6.0,71.0,102.0,173.0,24.714285714285715
Andhra Pradesh,Nizamabad,2025-06,15.0,81.0,196.0,277.0,17.3125
Andhra Pradesh,Nizamabad,2025-07,8.0,126.0,112.0,238.0,26.444444444444443
Andhra Pradesh,Nizamabad,2025-08,21.0,117.0,177.0,294.0,13.363636363636363
Andhra Pradesh,Nizamabad,2025-09,13.0,106.0,172.0,278.0,19.857142857142858
Andhra Pradesh,Nizamabad,2025-10,14.0,150.0,216.0,366.0,24.4
Andhra Pradesh,Nizamabad,2025-11,21.0,129.0,233.0,362.0,16.454545454545453
Andhra Pradesh,Nizamabad,2025-12,16.0,111.0,274.0,385.0,22.647058823529413
Andhra Pradesh,Nizamabad,NaT,321.0,1944.0,2987.0,4931.0,15.313664596273291
Andhra Pradesh,Palnadu,2025-01,21.0,9621.0,6746.0,16367.0,743.9545454545455
Andhra Pradesh,Palnadu,2025-02,29.0,398.0,127.0,525.0,17.5
Andhra Pradesh,Palnadu,2025-03,18.0,339.0,131.0,470.0,24.73684210526316
Andhra Pradesh,Palnadu,2025-04,10.0,312.0,166.0,478.0,43.45454545454545
Andhra Pradesh,Palnadu,2025-05,27.0,365.0,94.0,459.0,16.392857142857142
Andhra Pradesh,Palnadu,2025-06,28.0,246.0,138.0,384.0,13.241379310344827
Andhra Pradesh,Palnadu,2025-07,9.0,369.0,60.0,429.0,42.9
Andhra Pradesh,Palnadu,2025-08,22.0,282.0,110.0,392.0,17.043478260869566
Andhra Pradesh,Palnadu,2025-09,20.0,320.0,82.0,402.0,19.142857142857142
Andhra Pradesh,Palnadu,2025-10,25.0,243.0,112.0,355.0,13.653846153846152
Andhra Pradesh,Palnadu,2025-11,21.0,258.0,118.0,376.0,17.09090909090909
Andhra Pradesh,Palnadu,2025-12,8.0,188.0,147.0,335.0,37.22222222222222
Andhra Pradesh,Palnadu,NaT,592.0,4669.0,1784.0,6453.0,10.88195615514334
Andhra Pradesh,Parvathipuram Manyam,2025-01,8.0,2353.0,7393.0,9746.0,1082.888888888889
Andhra Pradesh,Parvathipuram Manyam,2025-02,24.0,195.0,120.0,315.0,12.6
Andhra Pradesh,Parvathipuram Manyam,2025-03,18.0,174.0,120.0,294.0,15.473684210526317
Andhra Pradesh,Parvathipuram Manyam,2025-04,5.0,150.0,156.0,306.0,51.0
Andhra Pradesh,Parvathipuram Manyam,2025-05,15.0,207.0,85.0,292.0,18.25
Andhra Pradesh,Parvathipuram Manyam,2025-06,14.0,193.0,91.0,284.0,18.933333333333334
Andhra Pradesh,Parvathipuram Manyam,2025-07,6.0,165.0,34.0,199.0,28.428571428571427
Andhra Pradesh,Parvathipuram Manyam,2025-08,14.0,158.0,116.0,274.0,18.266666666666666
Andhra Pradesh,Parvathipuram Manyam,2025-09,12.0,142.0,110.0,252.0,19.384615384615383
Andhra Pradesh,Parvathipuram Manyam,2025-10,18.0,151.0,105.0,256.0,13.473684210526317
Andhra Pradesh,Parvathipuram Manyam,2025-11,8.0,154.0,133.0,287.0,31.88888888888889
Andhra Pradesh,Parvathipuram Manyam,2025-12,10.0,152.0,136.0,288.0,26.181818181818183
Andhra Pradesh,Parvathipuram Manyam,NaT,337.0,2518.0,1793.0,4311.0,12.754437869822484
Andhra Pradesh,Prakasam,2025-01,416.0,28754.0,143856.0,172610.0,413.9328537170264
Andhra Pradesh,Prakasam,2025-02,339.0,2498.0,2812.0,5310.0,15.617647058823527
Andhra Pradesh,Prakasam,2025-03,227.0,2605.0,2608.0,5213.0,22.864035087719294
Andhra Pradesh,Prakasam,2025-04,120.0,3087.0,3759.0,6846.0,56.578512396694215
Andhra Pradesh,Prakasam,2025-05,205.0,1874.0,2057.0,3931.0,19.08252427184466
Andhra Pradesh,Prakasam,2025-06,217.0,2090.0,2584.0,4674.0,21.440366972477065
Andhra Pradesh,Prakasam,2025-07,70.0,1895.0,1378.0,3273.0,46.098591549295776
Andhra Pradesh,Prakasam,2025-08,246.0,2506.0,2414.0,4920.0,19.91902834008097
Andhra Pradesh,Prakasam,2025-09,207.0,1959.0,2068.0,4027.0,19.360576923076923
Andhra Pradesh,Prakasam,2025-10,232.0,2530.0,2418.0,4948.0,21.236051502145923
Andhra Pradesh,Prakasam,2025-11,214.0,2046.0,2377.0,4423.0,20.57209302325581
Andhra Pradesh,Prakasam,2025-12,220.0,2285.0,3025.0,5310.0,24.02714932126697
Andhra Pradesh,Prakasam,NaT,4677.0,33252.0,36122.0,69374.0,14.829841812740488
Andhra Pradesh,Rangareddi,2025-01,53.0,3352.0,31935.0,35287.0,653.4629629629629
Andhra Pradesh,Rangareddi,2025-02,95.0,618.0,916.0,1534.0,15.979166666666666
Andhra Pradesh,Rangareddi,2025-03,57.0,603.0,935.0,1538.0,26.517241379310345
Andhra Pradesh,Rangareddi,2025-04,41.0,1125.0,1218.0,2343.0,55.785714285714285
Andhra Pradesh,Rangareddi,2025-05,44.0,387.0,478.0,865.0,19.22222222222222
Andhra Pradesh,Rangareddi,2025-06,26.0,315.0,724.0,1039.0,38.48148148148148
Andhra Pradesh,Rangareddi,2025-07,24.0,444.0,444.0,888.0,35.52
Andhra Pradesh,Rangareddi,2025-08,56.0,490.0,902.0,1392.0,24.42105263157895
Andhra Pradesh,Rangareddi,2025-09,58.0,519.0,871.0,1390.0,23.559322033898304
Andhra Pradesh,Rangareddi,2025-10,58.0,509.0,831.0,1340.0,22.71186440677966
Andhra Pradesh,Rangareddi,2025-11,55.0,430.0,986.0,1416.0,25.285714285714285
Andhra Pradesh,Rangareddi,2025-12,52.0,541.0,1045.0,1586.0,29.92452830188679
Andhra Pradesh,Rangareddi,NaT,1215.0,7605.0,11768.0,19373.0,15.931743421052632
Andhra Pradesh,Spsr Nellore,2025-01,2067.0,0.0,0.0,0.0,0.0
Andhra Pradesh,Spsr Nellore,NaT,116.0,0.0,0.0,0.0,0.0
Andhra Pradesh,Sri Potti Sriramulu Nellore,2025-01,51.0,6397.0,6034.0,12431.0,239.05769230769232
Andhra Pradesh,Sri Potti Sriramulu Nellore,2025-02,54.0,496.0,159.0,655.0,11.909090909090908
Andhra Pradesh,Sri Potti Sriramulu Nellore,2025-03,52.0,365.0,119.0,484.0,9.132075471698114
Andhra Pradesh,Sri Potti Sriramulu Nellore,2025-04,35.0,323.0,171.0,494.0,13.72222222222222
Andhra Pradesh,Sri Potti Sriramulu Nellore,2025-05,56.0,383.0,89.0,472.0,8.280701754385966
Andhra Pradesh,Sri Potti Sriramulu Nellore,2025-06,62.0,418.0,141.0,559.0,8.873015873015873
Andhra Pradesh,Sri Potti Sriramulu Nellore,2025-07,49.0,437.0,64.0,501.0,10.02
Andhra Pradesh,Sri Potti Sriramulu Nellore,2025-08,35.0,351.0,113.0,464.0,12.88888888888889
Andhra Pradesh,Sri Potti Sriramulu Nellore,2025-09,39.0,447.0,105.0,552.0,13.8
Andhra Pradesh,Sri Potti Sriramulu Nellore,2025-10,44.0,316.0,139.0,455.0,10.11111111111111
Andhra Pradesh,Sri Potti Sriramulu Nellore,2025-11,39.0,312.0,128.0,440.0,11.0
Andhra Pradesh,Sri Potti Sriramulu Nellore,2025-12,40.0,331.0,158.0,489.0,11.926829268292684
Andhra Pradesh,Sri Potti Sriramulu Nellore,NaT,1006.0,5743.0,2295.0,8038.0,7.982125124131082
Andhra Pradesh,Sri Sathya Sai,2025-01,16.0,6708.0,6496.0,13204.0,776.7058823529412
Andhra Pradesh,Sri Sathya Sai,2025-02,28.0,485.0,148.0,633.0,21.82758620689655
Andhra Pradesh,Sri Sathya Sai,2025-03,22.0,457.0,164.0,621.0,27.0
Andhra Pradesh,Sri Sathya Sai,2025-04,12.0,353.0,183.0,536.0,41.23076923076923
Andhra Pradesh,Sri Sathya Sai,2025-05,18.0,352.0,127.0,479.0,25.210526315789476
Andhra Pradesh,Sri Sathya Sai,2025-06,23.0,383.0,136.0,519.0,21.625
Andhra Pradesh,Sri Sathya Sai,2025-07,9.0,437.0,79.0,516.0,51.6
Andhra Pradesh,Sri Sathya Sai,2025-08,19.0,334.0,133.0,467.0,23.35
Andhra Pradesh,Sri Sathya Sai,2025-09,22.0,378.0,102.0,480.0,20.869565217391305
Andhra Pradesh,Sri Sathya Sai,2025-10,24.0,344.0,119.0,463.0,18.52
Andhra Pradesh,Sri Sathya Sai,2025-11,24.0,352.0,143.0,495.0,19.8
Andhra Pradesh,Sri Sathya Sai,2025-12,21.0,282.0,179.0,461.0,20.954545454545453
Andhra Pradesh,Sri Sathya Sai,NaT,663.0,5251.0,2104.0,7355.0,11.076807228915662
Andhra Pradesh,Srikakulam,2025-01,112.0,48823.0,132976.0,181799.0,1608.8407079646015
Andhra Pradesh,Srikakulam,2025-02,181.0,2186.0,2266.0,4452.0,24.46153846153846
Andhra Pradesh,Srikakulam,2025-03,109.0,1840.0,2105.0,3945.0,35.86363636363637
Andhra Pradesh,Srikakulam,2025-04,52.0,2319.0,2813.0,5132.0,96.83018867924528
Andhra Pradesh,Srikakulam,2025-05,162.0,1555.0,1602.0,3157.0,19.3680981595092
Andhra Pradesh,Srikakulam,2025-06,125.0,1790.0,2013.0,3803.0,30.182539682539684
Andhra Pradesh,Srikakulam,2025-07,63.0,1368.0,1025.0,2393.0,37.390625
Andhra Pradesh,Srikakulam,2025-08,122.0,1802.0,1792.0,3594.0,29.21951219512195
Andhra Pradesh,Srikakulam,2025-09,136.0,1650.0,1724.0,3374.0,24.62773722627737
Andhra Pradesh,Srikakulam,2025-10,119.0,1710.0,1800.0,3510.0,29.25
Andhra Pradesh,Srikakulam,2025-11,124.0,1396.0,1958.0,3354.0,26.832
Andhra Pradesh,Srikakulam,2025-12,78.0,1587.0,2102.0,3689.0,46.69620253164557
Andhra Pradesh,Srikakulam,NaT,2793.0,26915.0,33952.0,60867.0,21.78489620615605
Andhra Pradesh,Tirupati,2025-01,33.0,11959.0,6490.0,18449.0,542.6176470588235
Andhra Pradesh,Tirupati,2025-02,47.0,574.0,137.0,711.0,14.8125
Andhra Pradesh,Tirupati,2025-03,30.0,461.0,115.0,576.0,18.580645161290324
Andhra Pradesh,Tirupati,2025-04,10.0,353.0,194.0,547.0,49.72727272727273
Andhra Pradesh,Tirupati,2025-05,38.0,345.0,105.0,450.0,11.538461538461538
Andhra Pradesh,Tirupati,2025-06,50.0,508.0,135.0,643.0,12.607843137254902
Andhra Pradesh,Tirupati,2025-07,39.0,470.0,87.0,557.0,13.925
Andhra Pradesh,Tirupati,2025-08,46.0,446.0,138.0,584.0,12.425531914893616
Andhra Pradesh,Tirupati,2025-09,40.0,431.0,114.0,545.0,13.292682926829269
Andhra Pradesh,Tirupati,2025-10,51.0,339.0,130.0,469.0,9.01923076923077
Andhra Pradesh,Tirupati,2025-11,28.0,415.0,138.0,553.0,19.06896551724138
Andhra Pradesh,Tirupati,2025-12,33.0,489.0,169.0,658.0,19.352941176470587
Andhra Pradesh,Tirupati,NaT,1238.0,6564.0,2136.0,8700.0,7.021791767554479
